gene,compare,medianP,meanlogFC,cvFC,DEGtype,Gene_Name,entrezgene_id,description,biotype
ENSG00000245869,D5/D6,0.000411,-2.8,42.25,down-regulate,AP004609.1,,"novel transcript, antisense to CXCR5",lncRNA
ENSG00000253239,D5/D6,0.00112,-2.799,19.39,down-regulate,IGLVI-70,,immunoglobulin lambda variable (I)-70 (pseudogene),Pseudogene
ENSG00000211935,D5/D6,7.95e-05,-2.796,35.33,down-regulate,IGHV1-3,,immunoglobulin heavy variable 1-3,IG gene
ENSG00000242534,D5/D6,0.00103,-2.796,46.09,down-regulate,IGKV2D-28,,immunoglobulin kappa variable 2D-28,IG gene
ENSG00000198734,D5/D6,8.83e-05,2.792,30.59,up-regulate,F5,2153,coagulation factor V,Protein coding
ENSG00000156414,D5/D6,0.000263,2.786,50.76,up-regulate,TDRD9,122402,tudor domain containing 9,Protein coding
ENSG00000111863,D5/D6,8.35e-06,-2.779,26.82,down-regulate,ADTRP,84830,androgen dependent TFPI regulating protein,Protein coding
ENSG00000151490,D5/D6,2.06e-05,-2.778,35.3,down-regulate,PTPRO,5800,protein tyrosine phosphatase receptor type O,Protein coding
ENSG00000249534,D5/D6,2.64e-05,-2.775,26.84,down-regulate,LINC01258,101928776,long intergenic non-protein coding RNA 1258,lncRNA
ENSG00000180549,D5/D6,8.18e-05,2.774,34.94,up-regulate,FUT7,2529,fucosyltransferase 7,Protein coding
ENSG00000136235,D5/D6,3.61e-07,2.767,16.57,up-regulate,GPNMB,10457,glycoprotein nmb,Protein coding
ENSG00000160683,D5/D6,5.49e-06,-2.746,42.27,down-regulate,CXCR5,643,C-X-C motif chemokine receptor 5,Protein coding
ENSG00000236502,D5/D6,0.00117,2.745,42.06,up-regulate,SIX3-AS1,100506108,SIX3 antisense RNA 1,lncRNA
ENSG00000278709,D5/D6,0.0043,-2.745,45.28,down-regulate,NKILA,105416157,NF-kappaB interacting lncRNA,lncRNA
ENSG00000049247,D5/D6,8.15e-05,-2.744,35.55,down-regulate,UTS2,10911,urotensin 2,Protein coding
ENSG00000082781,D5/D6,5.19e-08,2.743,10.4,up-regulate,ITGB5,3693,integrin subunit beta 5,Protein coding
ENSG00000166532,D5/D6,2.25e-05,-2.743,31.37,down-regulate,RIMKLB,57494,ribosomal modification protein rimK like family member B,Protein coding
ENSG00000270069,D5/D6,5.16e-07,-2.742,13.29,down-regulate,MIR222HG,,miR222/221 cluster host gene,lncRNA
ENSG00000172380,D5/D6,0.00134,-2.741,45.18,down-regulate,GNG12,55970,G protein subunit gamma 12,Protein coding
ENSG00000130635,D5/D6,1.48e-05,-2.738,39.59,down-regulate,COL5A1,1289,collagen type V alpha 1 chain,Protein coding
ENSG00000243083,D5/D6,0.00786,-2.736,57.97,down-regulate,LINC00870,201617,long intergenic non-protein coding RNA 870,lncRNA
ENSG00000257210,D5/D6,0.000769,-2.736,59.58,down-regulate,NACAP3,,NACA pseudogene 8,Pseudogene
ENSG00000102962,D5/D6,5.87e-11,-2.733,4.99,down-regulate,CCL22,6367,C-C motif chemokine ligand 22,Protein coding
ENSG00000167618,D5/D6,0.00345,2.723,63.67,up-regulate,LAIR2,3904,leukocyte associated immunoglobulin like receptor 2,Protein coding
ENSG00000250722,D5/D6,0.000293,-2.722,54.56,down-regulate,SELENOP,6414,selenoprotein P,Protein coding
ENSG00000049323,D5/D6,2.68e-06,2.716,50.72,up-regulate,LTBP1,4052,latent transforming growth factor beta binding protein 1,Protein coding
ENSG00000128641,D5/D6,7.68e-08,-2.714,11.8,down-regulate,MYO1B,4430,myosin IB,Protein coding
ENSG00000113916,D5/D6,2.21e-05,-2.712,39.56,down-regulate,BCL6,604,BCL6 transcription repressor,Protein coding
ENSG00000070031,D5/D6,0.000167,-2.706,36.38,down-regulate,SCT,6343,secretin,Protein coding
ENSG00000133454,D5/D6,0.000101,-2.705,40.65,down-regulate,MYO18B,84700,myosin XVIIIB,Protein coding
ENSG00000248890,D5/D6,0.00115,-2.703,65.97,down-regulate,HHIP-AS1,646576,HHIP antisense RNA 1,lncRNA
ENSG00000137962,D5/D6,2e-05,-2.701,31.6,down-regulate,ARHGAP29,9411,Rho GTPase activating protein 29,Protein coding
ENSG00000177301,D5/D6,5.98e-05,-2.701,38.01,down-regulate,KCNA2,3737,potassium voltage-gated channel subfamily A member 2,Protein coding
ENSG00000237352,D5/D6,7.87e-07,-2.695,15.62,down-regulate,LINC01358,,long intergenic non-protein coding RNA 1358,lncRNA
ENSG00000280109,D5/D6,0.000181,2.694,49.99,up-regulate,PLAC4,191585,placenta enriched 4,lncRNA
ENSG00000129009,D5/D6,0.000334,-2.69,51.79,down-regulate,ISLR,3671,immunoglobulin superfamily containing leucine rich repeat,Protein coding
ENSG00000230623,D5/D6,0.00199,-2.689,46.05,down-regulate,AC104461.1,,"novel transcript, antisense to ZNF281",lncRNA
ENSG00000278561,D5/D6,0.000195,-2.689,35.47,down-regulate,PTPN20CP,,"protein tyrosine phosphatase non-receptor type 20C, pseudogene",Pseudogene
ENSG00000113494,D5/D6,1.5e-06,-2.68,39.9,down-regulate,PRLR,5618,prolactin receptor,Protein coding
ENSG00000269902,D5/D6,0.000179,-2.678,32.3,down-regulate,AC234772.3,,novel transcript,lncRNA
ENSG00000256982,D5/D6,0.00342,2.676,70.87,up-regulate,AC135782.1,,novel transcript,lncRNA
ENSG00000108176,D5/D6,0.000122,-2.673,41.84,down-regulate,DNAJC12,56521,DnaJ heat shock protein family (Hsp40) member C12,Protein coding
ENSG00000152207,D5/D6,0.00727,-2.665,46.01,down-regulate,CYSLTR2,57105,cysteinyl leukotriene receptor 2,Protein coding
ENSG00000117228,D5/D6,8.08e-09,-2.661,9.37,down-regulate,GBP1,2633,guanylate binding protein 1,Protein coding
ENSG00000175556,D5/D6,1.67e-05,2.653,53.56,up-regulate,LONRF3,79836,LON peptidase N-terminal domain and ring finger 3,Protein coding
ENSG00000282142,D5/D6,0.00248,-2.653,30.58,down-regulate,AC245187.2,,novel transcript,lncRNA
ENSG00000282122,D5/D6,1.64e-07,-2.652,19.05,down-regulate,IGHV7-4-1,,immunoglobulin heavy variable 7-4-1,IG gene
ENSG00000074964,D5/D6,2.19e-06,2.648,17.08,up-regulate,ARHGEF10L,55160,Rho guanine nucleotide exchange factor 10 like,Protein coding
ENSG00000256582,D5/D6,6.66e-05,-2.642,34.17,down-regulate,LINC02390,,long intergenic non-protein coding RNA 2390,lncRNA
ENSG00000069493,D5/D6,2.67e-09,-2.641,8.99,down-regulate,CLEC2D,29121,C-type lectin domain family 2 member D,Protein coding
ENSG00000159640,D5/D6,0.00231,-2.641,76.98,down-regulate,ACE,1636,angiotensin I converting enzyme,Protein coding
ENSG00000235280,D5/D6,0.00428,2.64,49.05,up-regulate,MCF2L-AS1,,MCF2L antisense RNA 1,lncRNA
ENSG00000244620,D5/D6,7.57e-07,-2.64,17.61,down-regulate,AC246787.2,,novel transcript,lncRNA
ENSG00000265612,D5/D6,0.000258,-2.639,26.67,down-regulate,MIR4539,100616374,microRNA 4539,ncRNA
ENSG00000152990,D5/D6,3.43e-05,-2.638,30.99,down-regulate,ADGRA3,166647,adhesion G protein-coupled receptor A3,Protein coding
ENSG00000268592,D5/D6,0.00236,2.628,69.72,up-regulate,AL355312.3,100652739,"novel transcript, antisense to LRP11, RAET1E and RAET1G",lncRNA
ENSG00000010610,D5/D6,0.000165,-2.625,30.65,down-regulate,CD4,920,CD4 molecule,Protein coding
ENSG00000198829,D5/D6,0.000258,-2.616,35.77,down-regulate,SUCNR1,56670,succinate receptor 1,Protein coding
ENSG00000119938,D5/D6,0.000696,-2.612,40.48,down-regulate,PPP1R3C,5507,protein phosphatase 1 regulatory subunit 3C,Protein coding
ENSG00000229676,D5/D6,0.000572,-2.612,43.18,down-regulate,ZNF492,57615,zinc finger protein 492,Protein coding
ENSG00000259803,D5/D6,0.000628,-2.61,37.43,down-regulate,SLC22A31,146429,solute carrier family 22 member 31,Protein coding
ENSG00000109158,D5/D6,0.00208,-2.605,80.79,down-regulate,GABRA4,2557,gamma-aminobutyric acid type A receptor alpha4 subunit,Protein coding
ENSG00000155158,D5/D6,2.4e-07,-2.585,7.62,down-regulate,TTC39B,158219,tetratricopeptide repeat domain 39B,Protein coding
ENSG00000197632,D5/D6,0.00184,-2.584,85.82,down-regulate,SERPINB2,5055,serpin family B member 2,Protein coding
ENSG00000237770,D5/D6,0.000525,-2.58,35.63,down-regulate,SPATA31D2P,,"SPATA31 subfamily D member 2, pseudogene",Pseudogene
ENSG00000168334,D5/D6,0.000178,-2.577,50.2,down-regulate,XIRP1,165904,xin actin binding repeat containing 1,Protein coding
ENSG00000179403,D5/D6,1e-05,-2.573,23.84,down-regulate,VWA1,64856,von Willebrand factor A domain containing 1,Protein coding
ENSG00000188848,D5/D6,1.21e-08,-2.558,24.45,down-regulate,BEND4,389206,BEN domain containing 4,Protein coding
ENSG00000285417,D5/D6,0.00583,-2.556,49.72,down-regulate,BX571818.1,,novel pseudogene,Pseudogene
ENSG00000251230,D5/D6,1.33e-05,-2.553,18.85,down-regulate,MIR3945HG,,MIR3945 host gene,lncRNA
ENSG00000227591,D5/D6,0.00253,-2.552,61.23,down-regulate,AL031316.1,101930114,HSD11B1 antisense RNA 1,lncRNA
ENSG00000249341,D5/D6,0.00286,-2.552,51.16,down-regulate,AC124017.1,100506444,novel transcript,lncRNA
ENSG00000278775,D5/D6,0.000189,-2.549,63.35,down-regulate,RF01518,,,ncRNA
ENSG00000249738,D5/D6,8.88e-06,-2.546,19.68,down-regulate,AC008691.1,285626,novel transcript,lncRNA
ENSG00000256568,D5/D6,0.00386,-2.546,32.69,down-regulate,AP002761.2,,novel transcript,lncRNA
ENSG00000169129,D5/D6,1.97e-05,-2.543,38.06,down-regulate,AFAP1L2,84632,actin filament associated protein 1 like 2,Protein coding
ENSG00000007038,D5/D6,3.58e-05,-2.542,28.7,down-regulate,PRSS21,10942,serine protease 21,Protein coding
ENSG00000102970,D5/D6,0.00188,-2.542,85.81,down-regulate,CCL17,6361,C-C motif chemokine ligand 17,Protein coding
ENSG00000072682,D5/D6,2.21e-07,-2.541,13.06,down-regulate,P4HA2,8974,prolyl 4-hydroxylase subunit alpha 2,Protein coding
ENSG00000162373,D5/D6,0.00364,-2.537,59.53,down-regulate,BEND5,79656,BEN domain containing 5,Protein coding
ENSG00000111058,D5/D6,0.000281,-2.536,38.46,down-regulate,ACSS3,79611,acyl-CoA synthetase short chain family member 3,Protein coding
ENSG00000176049,D5/D6,0.000507,-2.531,45.4,down-regulate,JAKMIP2,9832,janus kinase and microtubule interacting protein 2,Protein coding
ENSG00000186522,D5/D6,4.94e-08,2.531,16.37,up-regulate,SEPT10,151011,septin 10,Protein coding
ENSG00000186583,D5/D6,7.64e-05,-2.527,50.16,down-regulate,SPATC1,375686,spermatogenesis and centriole associated 1,Protein coding
ENSG00000235505,D5/D6,0.00305,-2.527,42.14,down-regulate,AP002004.1,643733,"caspase 17, pseudogene",Pseudogene
ENSG00000272502,D5/D6,0.000235,-2.527,33.63,down-regulate,AC104958.2,,novel transcript,lncRNA
ENSG00000253298,D5/D6,1.73e-05,-2.524,24.92,down-regulate,LINC01845,285627,long intergenic non-protein coding RNA 1845,lncRNA
ENSG00000168631,D5/D6,0.000212,-2.523,47.58,down-regulate,MUCL3,135656,mucin like 3,Protein coding
ENSG00000231672,D5/D6,0.00208,-2.517,43.08,down-regulate,DIRC3,,disrupted in renal carcinoma 3,lncRNA
ENSG00000263413,D5/D6,0.000335,-2.516,25.83,down-regulate,MIR4538,100616276,microRNA 4538,ncRNA
ENSG00000211596,D5/D6,0.0011,2.515,54.52,up-regulate,IGKJ2,,immunoglobulin kappa joining 2,IG gene
ENSG00000167414,D5/D6,0.000302,-2.514,24.19,down-regulate,GNG8,94235,G protein subunit gamma 8,Protein coding
ENSG00000111052,D5/D6,5.56e-09,-2.511,8.57,down-regulate,LIN7A,8825,"lin-7 homolog A, crumbs cell polarity complex component",Protein coding
ENSG00000235142,D5/D6,0.00942,-2.505,61.09,down-regulate,LINC02532,100422737,long intergenic non-protein coding RNA 2532,lncRNA
ENSG00000162896,D5/D6,1.02e-07,-2.503,9.87,down-regulate,PIGR,5284,polymeric immunoglobulin receptor,Protein coding
ENSG00000246465,D5/D6,0.000159,2.503,34.22,up-regulate,AC138904.1,,novel transcript  LOC100506705,lncRNA
ENSG00000132002,D5/D6,6.07e-09,-2.494,8.32,down-regulate,DNAJB1,3337,DnaJ heat shock protein family (Hsp40) member B1,Protein coding
ENSG00000183780,D5/D6,8.01e-06,2.49,28.55,up-regulate,SLC35F3,148641,solute carrier family 35 member F3,Protein coding
ENSG00000105642,D5/D6,2.11e-06,-2.486,41.45,down-regulate,KCNN1,3780,potassium calcium-activated channel subfamily N member 1,Protein coding
ENSG00000283413,D5/D6,6.43e-05,-2.486,25.25,down-regulate,AC008703.1,,novel transcript,lncRNA
ENSG00000138083,D5/D6,2.6e-06,2.479,29.54,up-regulate,SIX3,6496,SIX homeobox 3,Protein coding
ENSG00000123700,D5/D6,0.00348,-2.473,54.82,down-regulate,KCNJ2,3759,potassium inwardly rectifying channel subfamily J member 2,Protein coding
ENSG00000088726,D5/D6,0.00529,-2.471,64.4,down-regulate,TMEM40,55287,transmembrane protein 40,Protein coding
ENSG00000243197,D5/D6,0.000205,-2.471,21.07,down-regulate,TUSC7,285194,tumor suppressor candidate 7,lncRNA
ENSG00000184293,D5/D6,1.55e-08,-2.47,6.6,down-regulate,CLECL1,160365,C-type lectin like 1,Protein coding
ENSG00000126947,D5/D6,7.92e-06,-2.466,21.05,down-regulate,ARMCX1,51309,armadillo repeat containing X-linked 1,Protein coding
ENSG00000146373,D5/D6,0.000158,-2.465,51.71,down-regulate,RNF217,154214,ring finger protein 217,Protein coding
ENSG00000163121,D5/D6,3.1e-07,-2.462,19.42,down-regulate,NEURL3,93082,neuralized E3 ubiquitin protein ligase 3,Protein coding
ENSG00000237484,D5/D6,1.34e-06,-2.462,15.09,down-regulate,LINC01684,105372751,long intergenic non-protein coding RNA 1684,lncRNA
ENSG00000186891,D5/D6,3.08e-05,-2.452,30.69,down-regulate,TNFRSF18,8784,TNF receptor superfamily member 18,Protein coding
ENSG00000188906,D5/D6,4.8e-09,-2.45,8.36,down-regulate,LRRK2,120892,leucine rich repeat kinase 2,Protein coding
ENSG00000197905,D5/D6,3.74e-07,2.444,8.73,up-regulate,TEAD4,7004,TEA domain transcription factor 4,Protein coding
ENSG00000088756,D5/D6,0.0218,-2.438,45.46,down-regulate,ARHGAP28,79822,Rho GTPase activating protein 28,Protein coding
ENSG00000140563,D5/D6,3.01e-08,-2.438,14.61,down-regulate,MCTP2,55784,multiple C2 and transmembrane domain containing 2,Protein coding
ENSG00000049249,D5/D6,7.47e-08,-2.436,6.41,down-regulate,TNFRSF9,3604,TNF receptor superfamily member 9,Protein coding
ENSG00000205213,D5/D6,1.18e-05,-2.436,26.23,down-regulate,LGR4,55366,leucine rich repeat containing G protein-coupled receptor 4,Protein coding
ENSG00000073737,D5/D6,2.81e-06,-2.434,18.5,down-regulate,DHRS9,10170,dehydrogenase/reductase 9,Protein coding
ENSG00000211898,D5/D6,9.9e-09,-2.432,8.46,down-regulate,IGHD,,immunoglobulin heavy constant delta,IG gene
ENSG00000086288,D5/D6,0.000193,-2.427,24.44,down-regulate,NME8,51314,NME/NM23 family member 8,Protein coding
ENSG00000139926,D5/D6,1.79e-05,-2.422,21.18,down-regulate,FRMD6,122786,FERM domain containing 6,Protein coding
ENSG00000250514,D5/D6,0.000286,-2.422,41.39,down-regulate,LINC02125,101928203,long intergenic non-protein coding RNA 2125,lncRNA
ENSG00000101298,D5/D6,4.69e-06,-2.421,24.37,down-regulate,SNPH,9751,syntaphilin,Protein coding
ENSG00000157570,D5/D6,0.0142,-2.421,50.65,down-regulate,TSPAN18,90139,tetraspanin 18,Protein coding
ENSG00000123610,D5/D6,1.93e-05,-2.42,25.85,down-regulate,TNFAIP6,7130,TNF alpha induced protein 6,Protein coding
ENSG00000203780,D5/D6,0.00726,-2.42,52.91,down-regulate,FANK1,92565,fibronectin type III and ankyrin repeat domains 1,Protein coding
ENSG00000143195,D5/D6,0.000719,-2.417,39.97,down-regulate,ILDR2,387597,immunoglobulin like domain containing receptor 2,Protein coding
ENSG00000236790,D5/D6,0.000301,-2.411,45.57,down-regulate,LINC00299,339789,long intergenic non-protein coding RNA 299,lncRNA
ENSG00000163637,D5/D6,3.33e-06,-2.409,18.96,down-regulate,PRICKLE2,166336,prickle planar cell polarity protein 2,Protein coding
ENSG00000183722,D5/D6,2.06e-05,-2.407,28.31,down-regulate,LHFPL6,10186,LHFPL tetraspan subfamily member 6,Protein coding
ENSG00000258987,D5/D6,0.000156,-2.406,29.76,down-regulate,AL132642.1,,"novel transcript, antisense to ASB2",lncRNA
ENSG00000197977,D5/D6,0.000992,-2.404,53.72,down-regulate,ELOVL2,54898,ELOVL fatty acid elongase 2,Protein coding
ENSG00000185585,D5/D6,0.000224,-2.403,37.84,down-regulate,OLFML2A,169611,olfactomedin like 2A,Protein coding
ENSG00000179431,D5/D6,5.43e-07,2.402,23.23,up-regulate,FJX1,24147,four-jointed box kinase 1,Protein coding
ENSG00000232986,D5/D6,0.00215,-2.399,24.93,down-regulate,AL139081.1,,novel transcript,lncRNA
ENSG00000177335,D5/D6,3.66e-06,-2.398,10.92,down-regulate,C8orf31,286122,chromosome 8 open reading frame 31,lncRNA
ENSG00000159387,D5/D6,0.00382,-2.397,50.49,down-regulate,IRX6,79190,iroquois homeobox 6,Protein coding
ENSG00000234535,D5/D6,0.000754,-2.394,15.6,down-regulate,AL161719.1,,novel transcript,lncRNA
ENSG00000241163,D5/D6,4.26e-08,-2.394,11.25,down-regulate,LINC00877,285286,long intergenic non-protein coding RNA 877,lncRNA
ENSG00000121440,D5/D6,0.0248,2.387,87.53,up-regulate,PDZRN3,23024,PDZ domain containing ring finger 3,Protein coding
ENSG00000137868,D5/D6,0.000103,-2.387,29.52,down-regulate,STRA6,64220,stimulated by retinoic acid 6,Protein coding
ENSG00000170442,D5/D6,0.00176,-2.385,40.53,down-regulate,KRT86,3892,keratin 86,Protein coding
ENSG00000137474,D5/D6,0.0145,-2.383,99.05,down-regulate,MYO7A,4647,myosin VIIA,Protein coding
ENSG00000146216,D5/D6,0.000313,-2.383,49.11,down-regulate,TTBK1,84630,tau tubulin kinase 1,Protein coding
ENSG00000162105,D5/D6,0.000474,-2.382,59.42,down-regulate,SHANK2,22941,SH3 and multiple ankyrin repeat domains 2,Protein coding
ENSG00000231364,D5/D6,0.00501,-2.38,53.27,down-regulate,LINC01712,,long intergenic non-protein coding RNA 1712,lncRNA
ENSG00000135929,D5/D6,4.26e-05,-2.376,22.78,down-regulate,CYP27A1,1593,cytochrome P450 family 27 subfamily A member 1,Protein coding
ENSG00000211952,D5/D6,0.00708,-2.376,83.76,down-regulate,IGHV4-28,,immunoglobulin heavy variable 4-28,IG gene
ENSG00000010030,D5/D6,2.98e-07,-2.374,16.24,down-regulate,ETV7,51513,ETS variant transcription factor 7,Protein coding
ENSG00000143776,D5/D6,1.64e-08,-2.371,9.02,down-regulate,CDC42BPA,8476,CDC42 binding protein kinase alpha,Protein coding
ENSG00000157107,D5/D6,2.65e-07,2.37,13.53,up-regulate,FCHO2,115548,FCH and mu domain containing endocytic adaptor 2,Protein coding
ENSG00000250516,D5/D6,0.00741,-2.363,46.94,down-regulate,AC021678.1,,"degenerative spermatocyte homolog 1, lipid desaturase (Drosophila) (DEGS1) pseudogene",Pseudogene
ENSG00000166428,D5/D6,0.000707,-2.362,98.09,down-regulate,PLD4,122618,phospholipase D family member 4,Protein coding
ENSG00000125675,D5/D6,7.97e-05,-2.361,28.16,down-regulate,GRIA3,2892,glutamate ionotropic receptor AMPA type subunit 3,Protein coding
ENSG00000100625,D5/D6,0.00234,-2.354,54.88,down-regulate,SIX4,51804,SIX homeobox 4,Protein coding
ENSG00000186831,D5/D6,0.00817,2.353,57.89,up-regulate,KRT17P2,,keratin 17 pseudogene 2,Pseudogene
ENSG00000211972,D5/D6,0.00659,-2.353,44.89,down-regulate,IGHV3-66,,immunoglobulin heavy variable 3-66,IG gene
ENSG00000170624,D5/D6,0.00043,-2.343,31.67,down-regulate,SGCD,6444,sarcoglycan delta,Protein coding
ENSG00000232453,D5/D6,0.0016,-2.343,38.53,down-regulate,AC105277.1,105378753,long intergenic non-protein coding RNA 2777,lncRNA
ENSG00000128683,D5/D6,0.000469,-2.341,44.81,down-regulate,GAD1,2571,glutamate decarboxylase 1,Protein coding
ENSG00000047644,D5/D6,5.39e-09,-2.34,5.98,down-regulate,WWC3,55841,WWC family member 3,Protein coding
ENSG00000008405,D5/D6,3.95e-08,2.339,6.91,up-regulate,CRY1,1407,cryptochrome circadian regulator 1,Protein coding
ENSG00000076864,D5/D6,6.05e-06,2.335,27.28,up-regulate,RAP1GAP,5909,RAP1 GTPase activating protein,Protein coding
ENSG00000071909,D5/D6,1.58e-06,-2.333,18.24,down-regulate,MYO3B,140469,myosin IIIB,Protein coding
ENSG00000004848,D5/D6,0.00564,2.33,65.9,up-regulate,ARX,170302,aristaless related homeobox,Protein coding
ENSG00000088387,D5/D6,7.18e-09,2.33,7.02,up-regulate,DOCK9,23348,dedicator of cytokinesis 9,Protein coding
ENSG00000106004,D5/D6,0.00978,2.33,51.85,up-regulate,HOXA5,3202,homeobox A5,Protein coding
ENSG00000148498,D5/D6,1.27e-08,-2.329,10.51,down-regulate,PARD3,56288,par-3 family cell polarity regulator,Protein coding
ENSG00000233327,D5/D6,7.18e-07,2.327,23.68,up-regulate,USP32P2,,ubiquitin specific peptidase 32 pseudogene 2,Pseudogene
ENSG00000160539,D5/D6,0.0013,-2.324,47.44,down-regulate,PLPP7,84814,phospholipid phosphatase 7 (inactive),Protein coding
ENSG00000248514,D5/D6,0.0122,2.319,44.64,up-regulate,AC008443.4,,novel transcript,lncRNA
ENSG00000080200,D5/D6,1.14e-07,2.314,13.37,up-regulate,CRYBG3,131544,crystallin beta-gamma domain containing 3,Protein coding
ENSG00000251301,D5/D6,3.95e-07,-2.311,15.26,down-regulate,LINC02384,,long intergenic non-protein coding RNA 2384,lncRNA
ENSG00000111057,D5/D6,0.000121,-2.308,50.29,down-regulate,KRT18,3875,keratin 18,Protein coding
ENSG00000092607,D5/D6,5.41e-08,-2.303,10.82,down-regulate,TBX15,6913,T-box transcription factor 15,Protein coding
ENSG00000273824,D5/D6,7.22e-06,-2.302,17.43,down-regulate,AC008033.3,,novel transcript,lncRNA
ENSG00000233441,D5/D6,0.0016,-2.3,43.72,down-regulate,CYP2AB1P,,"cytochrome P450 family 2 subfamily AB member 1, pseudogene",Pseudogene
ENSG00000011028,D5/D6,9.36e-09,2.298,3.95,up-regulate,MRC2,9902,mannose receptor C type 2,Protein coding
ENSG00000154451,D5/D6,5.36e-09,-2.297,4.34,down-regulate,GBP5,115362,guanylate binding protein 5,Protein coding
ENSG00000064692,D5/D6,0.00283,-2.285,51.85,down-regulate,SNCAIP,9627,synuclein alpha interacting protein,Protein coding
ENSG00000235244,D5/D6,0.00433,-2.285,40.17,down-regulate,DANT2,642776,"DXZ4 associated non-coding transcript 2, distal",lncRNA
ENSG00000275410,D5/D6,1.79e-07,-2.284,11.86,down-regulate,HNF1B,6928,HNF1 homeobox B,Protein coding
ENSG00000176490,D5/D6,1.37e-07,2.283,37.57,up-regulate,DIRAS1,148252,DIRAS family GTPase 1,Protein coding
ENSG00000204581,D5/D6,0.000101,-2.283,23.92,down-regulate,ACOXL-AS1,400997,ACOXL antisense RNA 1,lncRNA
ENSG00000205683,D5/D6,6.66e-06,-2.278,17.11,down-regulate,DPF3,8110,double PHD fingers 3,Protein coding
